Feature-Set;NSHAP-Value
race,sex,cerebrovascular.disease,cancer;-0.0000
race,sex,hepatitis,endstage.renal.disease;-0.0000
race,sex,hepatitis,chronic.kidney.disease;-0.0000
race,sex,hepatitis,asthma;-0.0000
race,sex,hepatitis,copd;0.0000
race,sex,hepatitis,dementia;0.0000
race,sex,hepatitis,cancer;0.0001
race,sex,endstage.renal.disease,chronic.kidney.disease;-0.0001
race,sex,endstage.renal.disease,asthma;0.0000
race,sex,endstage.renal.disease,copd;-0.0000
race,sex,endstage.renal.disease,dementia;-0.0000
race,sex,endstage.renal.disease,cancer;-0.0000
race,sex,chronic.kidney.disease,asthma;-0.0001
race,sex,chronic.kidney.disease,copd;-0.0000
race,sex,chronic.kidney.disease,dementia;-0.0002
race,sex,chronic.kidney.disease,cancer;-0.0002
race,sex,asthma,copd;-0.0004
race,sex,asthma,dementia;-0.0002
race,sex,asthma,cancer;-0.0002
race,sex,copd,dementia;-0.0000
race,sex,copd,cancer;-0.0002
race,sex,dementia,cancer;-0.0002
race,hypertension,hyperlipidemia,diabetes;-0.0043
race,hypertension,hyperlipidemia,coronary.artery.disease;0.0007
race,hypertension,hyperlipidemia,chf;0.0000
race,hypertension,hyperlipidemia,cerebrovascular.disease;0.0001
race,hypertension,hyperlipidemia,hepatitis;-0.0000
race,hypertension,hyperlipidemia,endstage.renal.disease;-0.0001
race,hypertension,hyperlipidemia,chronic.kidney.disease;-0.0000
race,hypertension,hyperlipidemia,asthma;-0.0001
race,hypertension,hyperlipidemia,copd;-0.0001
race,hypertension,hyperlipidemia,dementia;-0.0001
race,hypertension,hyperlipidemia,cancer;0.0000
race,hypertension,diabetes,coronary.artery.disease;0.0054
race,hypertension,diabetes,chf;-0.0047
race,hypertension,diabetes,cerebrovascular.disease;-0.0002
race,hypertension,diabetes,hepatitis;0.0004
race,hypertension,diabetes,endstage.renal.disease;-0.0015
race,hypertension,diabetes,chronic.kidney.disease;-0.0002
race,hypertension,diabetes,asthma;-0.0022
race,hypertension,diabetes,copd;0.0002
race,hypertension,diabetes,dementia;-0.0009
race,hypertension,diabetes,cancer;-0.0015
race,hypertension,coronary.artery.disease,chf;0.0013
race,hypertension,coronary.artery.disease,cerebrovascular.disease;0.0007
race,hypertension,coronary.artery.disease,hepatitis;0.0000
race,hypertension,coronary.artery.disease,endstage.renal.disease;-0.0004
race,hypertension,coronary.artery.disease,chronic.kidney.disease;0.0002
race,hypertension,coronary.artery.disease,asthma;0.0007
race,hypertension,coronary.artery.disease,copd;0.0006
race,hypertension,coronary.artery.disease,dementia;0.0000
race,hypertension,coronary.artery.disease,cancer;0.0005
race,hypertension,chf,cerebrovascular.disease;-0.0001
race,hypertension,chf,hepatitis;-0.0000
race,hypertension,chf,endstage.renal.disease;-0.0003
race,hypertension,chf,chronic.kidney.disease;-0.0003
race,hypertension,chf,asthma;-0.0001
race,hypertension,chf,copd;0.0003
race,hypertension,chf,dementia;0.0003
race,hypertension,chf,cancer;-0.0007
race,hypertension,cerebrovascular.disease,hepatitis;0.0000
race,hypertension,cerebrovascular.disease,endstage.renal.disease;-0.0000
race,hypertension,cerebrovascular.disease,chronic.kidney.disease;-0.0000
race,hypertension,cerebrovascular.disease,asthma;0.0001
race,hypertension,cerebrovascular.disease,copd;0.0001
race,hypertension,cerebrovascular.disease,dementia;-0.0001
race,hypertension,cerebrovascular.disease,cancer;0.0000
race,hypertension,hepatitis,endstage.renal.disease;-0.0001
race,hypertension,hepatitis,chronic.kidney.disease;0.0000
race,hypertension,hepatitis,asthma;-0.0000
race,hypertension,hepatitis,copd;-0.0000
race,hypertension,hepatitis,dementia;-0.0000
race,hypertension,hepatitis,cancer;-0.0000
race,hypertension,endstage.renal.disease,chronic.kidney.disease;-0.0001
race,hypertension,endstage.renal.disease,asthma;-0.0000
race,hypertension,endstage.renal.disease,copd;0.0000
race,hypertension,endstage.renal.disease,dementia;-0.0000
race,hypertension,endstage.renal.disease,cancer;-0.0000
race,hypertension,chronic.kidney.disease,asthma;0.0000
race,hypertension,chronic.kidney.disease,copd;-0.0001
race,hypertension,chronic.kidney.disease,dementia;-0.0000
race,hypertension,chronic.kidney.disease,cancer;-0.0000
race,hypertension,asthma,copd;0.0004
race,hypertension,asthma,dementia;0.0000
race,hypertension,asthma,cancer;-0.0000
race,hypertension,copd,dementia;0.0000
race,hypertension,copd,cancer;0.0001
race,hypertension,dementia,cancer;-0.0001
race,hyperlipidemia,diabetes,coronary.artery.disease;0.0028
race,hyperlipidemia,diabetes,chf;0.0017
race,hyperlipidemia,diabetes,cerebrovascular.disease;0.0012
race,hyperlipidemia,diabetes,hepatitis;-0.0000
race,hyperlipidemia,diabetes,endstage.renal.disease;-0.0002
race,hyperlipidemia,diabetes,chronic.kidney.disease;-0.0001
race,hyperlipidemia,diabetes,asthma;0.0003
race,hyperlipidemia,diabetes,copd;-0.0007
race,hyperlipidemia,diabetes,dementia;-0.0011
race,hyperlipidemia,diabetes,cancer;-0.0008
race,hyperlipidemia,coronary.artery.disease,chf;0.0035
race,hyperlipidemia,coronary.artery.disease,cerebrovascular.disease;0.0005
race,hyperlipidemia,coronary.artery.disease,hepatitis;-0.0000
race,hyperlipidemia,coronary.artery.disease,endstage.renal.disease;-0.0003
race,hyperlipidemia,coronary.artery.disease,chronic.kidney.disease;0.0005
race,hyperlipidemia,coronary.artery.disease,asthma;0.0008
race,hyperlipidemia,coronary.artery.disease,copd;-0.0002
race,hyperlipidemia,coronary.artery.disease,dementia;-0.0002
race,hyperlipidemia,coronary.artery.disease,cancer;-0.0007
race,hyperlipidemia,chf,cerebrovascular.disease;0.0005
race,hyperlipidemia,chf,hepatitis;-0.0000
race,hyperlipidemia,chf,endstage.renal.disease;0.0001
race,hyperlipidemia,chf,chronic.kidney.disease;-0.0007
race,hyperlipidemia,chf,asthma;0.0005
race,hyperlipidemia,chf,copd;0.0000
race,hyperlipidemia,chf,dementia;0.0004
race,hyperlipidemia,chf,cancer;0.0002
race,hyperlipidemia,cerebrovascular.disease,hepatitis;-0.0000
race,hyperlipidemia,cerebrovascular.disease,endstage.renal.disease;0.0000
race,hyperlipidemia,cerebrovascular.disease,chronic.kidney.disease;-0.0001
race,hyperlipidemia,cerebrovascular.disease,asthma;0.0000
race,hyperlipidemia,cerebrovascular.disease,copd;-0.0001
race,hyperlipidemia,cerebrovascular.disease,dementia;-0.0000
race,hyperlipidemia,cerebrovascular.disease,cancer;0.0000
race,hyperlipidemia,hepatitis,endstage.renal.disease;0.0000
race,hyperlipidemia,hepatitis,chronic.kidney.disease;-0.0000
race,hyperlipidemia,hepatitis,asthma;0.0000
race,hyperlipidemia,hepatitis,copd;-0.0000
race,hyperlipidemia,hepatitis,dementia;-0.0000
race,hyperlipidemia,hepatitis,cancer;0.0000
race,hyperlipidemia,endstage.renal.disease,chronic.kidney.disease;-0.0001
race,hyperlipidemia,endstage.renal.disease,asthma;-0.0000
race,hyperlipidemia,endstage.renal.disease,copd;-0.0001
race,hyperlipidemia,endstage.renal.disease,dementia;0.0000
race,hyperlipidemia,endstage.renal.disease,cancer;-0.0000
race,hyperlipidemia,chronic.kidney.disease,asthma;0.0001
race,hyperlipidemia,chronic.kidney.disease,copd;0.0000
race,hyperlipidemia,chronic.kidney.disease,dementia;0.0000
race,hyperlipidemia,chronic.kidney.disease,cancer;-0.0000
race,hyperlipidemia,asthma,copd;0.0005
race,hyperlipidemia,asthma,dementia;-0.0000
race,hyperlipidemia,asthma,cancer;0.0000
race,hyperlipidemia,copd,dementia;-0.0000
race,hyperlipidemia,copd,cancer;-0.0001
race,hyperlipidemia,dementia,cancer;-0.0002
race,diabetes,coronary.artery.disease,chf;0.0051
race,diabetes,coronary.artery.disease,cerebrovascular.disease;0.0004
race,diabetes,coronary.artery.disease,hepatitis;0.0000
race,diabetes,coronary.artery.disease,endstage.renal.disease;-0.0002
race,diabetes,coronary.artery.disease,chronic.kidney.disease;0.0002
race,diabetes,coronary.artery.disease,asthma;0.0020
race,diabetes,coronary.artery.disease,copd;0.0008
race,diabetes,coronary.artery.disease,dementia;0.0017
race,diabetes,coronary.artery.disease,cancer;0.0007
race,diabetes,chf,cerebrovascular.disease;0.0005
race,diabetes,chf,hepatitis;0.0000
race,diabetes,chf,endstage.renal.disease;-0.0007
race,diabetes,chf,chronic.kidney.disease;0.0000
race,diabetes,chf,asthma;0.0004
race,diabetes,chf,copd;0.0005
race,diabetes,chf,dementia;0.0004
race,diabetes,chf,cancer;0.0003
race,diabetes,cerebrovascular.disease,hepatitis;0.0000
race,diabetes,cerebrovascular.disease,endstage.renal.disease;-0.0001
race,diabetes,cerebrovascular.disease,chronic.kidney.disease;-0.0000
race,diabetes,cerebrovascular.disease,asthma;0.0001
race,diabetes,cerebrovascular.disease,copd;-0.0001
race,diabetes,cerebrovascular.disease,dementia;-0.0001
race,diabetes,cerebrovascular.disease,cancer;-0.0000
race,diabetes,hepatitis,endstage.renal.disease;-0.0002
race,diabetes,hepatitis,chronic.kidney.disease;0.0000
race,diabetes,hepatitis,asthma;0.0000
race,diabetes,hepatitis,copd;-0.0000
race,diabetes,hepatitis,dementia;0.0000
race,diabetes,hepatitis,cancer;-0.0001
race,diabetes,endstage.renal.disease,chronic.kidney.disease;-0.0001
race,diabetes,endstage.renal.disease,asthma;0.0000
race,diabetes,endstage.renal.disease,copd;-0.0001
race,diabetes,endstage.renal.disease,dementia;-0.0000
race,diabetes,endstage.renal.disease,cancer;-0.0000
race,diabetes,chronic.kidney.disease,asthma;-0.0000
race,diabetes,chronic.kidney.disease,copd;-0.0000
race,diabetes,chronic.kidney.disease,dementia;-0.0000
race,diabetes,chronic.kidney.disease,cancer;-0.0002
race,diabetes,asthma,copd;0.0006
race,diabetes,asthma,dementia;0.0001
race,diabetes,asthma,cancer;0.0001
race,diabetes,copd,dementia;0.0001
race,diabetes,copd,cancer;-0.0003
race,diabetes,dementia,cancer;-0.0000
race,coronary.artery.disease,chf,cerebrovascular.disease;0.0004
race,coronary.artery.disease,chf,hepatitis;0.0000
race,coronary.artery.disease,chf,endstage.renal.disease;-0.0008
race,coronary.artery.disease,chf,chronic.kidney.disease;0.0021
race,coronary.artery.disease,chf,asthma;0.0005
race,coronary.artery.disease,chf,copd;0.0000
race,coronary.artery.disease,chf,dementia;0.0005
race,coronary.artery.disease,chf,cancer;0.0002
race,coronary.artery.disease,cerebrovascular.disease,hepatitis;-0.0000
race,coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease;-0.0001
race,coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease;0.0003
race,coronary.artery.disease,cerebrovascular.disease,asthma;0.0001
race,coronary.artery.disease,cerebrovascular.disease,copd;0.0002
race,coronary.artery.disease,cerebrovascular.disease,dementia;0.0000
race,coronary.artery.disease,cerebrovascular.disease,cancer;0.0001
race,coronary.artery.disease,hepatitis,endstage.renal.disease;-0.0001
race,coronary.artery.disease,hepatitis,chronic.kidney.disease;0.0001
race,coronary.artery.disease,hepatitis,asthma;0.0000
race,coronary.artery.disease,hepatitis,copd;0.0000
race,coronary.artery.disease,hepatitis,dementia;0.0000
race,coronary.artery.disease,hepatitis,cancer;-0.0000
race,coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease;-0.0004
race,coronary.artery.disease,endstage.renal.disease,asthma;-0.0000
race,coronary.artery.disease,endstage.renal.disease,copd;-0.0000
race,coronary.artery.disease,endstage.renal.disease,dementia;-0.0001
race,coronary.artery.disease,endstage.renal.disease,cancer;-0.0000
race,coronary.artery.disease,chronic.kidney.disease,asthma;0.0001
race,coronary.artery.disease,chronic.kidney.disease,copd;0.0001
race,coronary.artery.disease,chronic.kidney.disease,dementia;0.0001
race,coronary.artery.disease,chronic.kidney.disease,cancer;0.0000
race,coronary.artery.disease,asthma,copd;0.0011
race,coronary.artery.disease,asthma,dementia;-0.0001
race,coronary.artery.disease,asthma,cancer;-0.0000
race,coronary.artery.disease,copd,dementia;-0.0001
race,coronary.artery.disease,copd,cancer;-0.0001
race,coronary.artery.disease,dementia,cancer;-0.0001
race,chf,cerebrovascular.disease,hepatitis;0.0000
race,chf,cerebrovascular.disease,endstage.renal.disease;-0.0000
race,chf,cerebrovascular.disease,chronic.kidney.disease;0.0000
race,chf,cerebrovascular.disease,asthma;0.0001
race,chf,cerebrovascular.disease,copd;0.0000
race,chf,cerebrovascular.disease,dementia;0.0000
race,chf,cerebrovascular.disease,cancer;0.0001
race,chf,hepatitis,endstage.renal.disease;-0.0000
race,chf,hepatitis,chronic.kidney.disease;-0.0000
race,chf,hepatitis,asthma;-0.0000
race,chf,hepatitis,copd;-0.0000
race,chf,hepatitis,dementia;0.0000
race,chf,hepatitis,cancer;0.0000
race,chf,endstage.renal.disease,chronic.kidney.disease;-0.0005
race,chf,endstage.renal.disease,asthma;-0.0000
race,chf,endstage.renal.disease,copd;0.0000
race,chf,endstage.renal.disease,dementia;0.0000
race,chf,endstage.renal.disease,cancer;0.0000
race,chf,chronic.kidney.disease,asthma;0.0000
race,chf,chronic.kidney.disease,copd;0.0001
race,chf,chronic.kidney.disease,dementia;-0.0001
race,chf,chronic.kidney.disease,cancer;0.0001
race,chf,asthma,copd;0.0003
race,chf,asthma,dementia;0.0001
race,chf,asthma,cancer;-0.0000
race,chf,copd,dementia;0.0000
race,chf,copd,cancer;0.0001
race,chf,dementia,cancer;0.0001
race,cerebrovascular.disease,hepatitis,endstage.renal.disease;-0.0000
race,cerebrovascular.disease,hepatitis,chronic.kidney.disease;-0.0000
race,cerebrovascular.disease,hepatitis,asthma;0.0000
race,cerebrovascular.disease,hepatitis,copd;0.0000
race,cerebrovascular.disease,hepatitis,dementia;-0.0000
race,cerebrovascular.disease,hepatitis,cancer;-0.0000
race,cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease;-0.0001
race,cerebrovascular.disease,endstage.renal.disease,asthma;-0.0000
race,cerebrovascular.disease,endstage.renal.disease,copd;-0.0000
race,cerebrovascular.disease,endstage.renal.disease,dementia;0.0000
race,cerebrovascular.disease,endstage.renal.disease,cancer;-0.0000
race,cerebrovascular.disease,chronic.kidney.disease,asthma;0.0000
race,cerebrovascular.disease,chronic.kidney.disease,copd;0.0000
race,cerebrovascular.disease,chronic.kidney.disease,dementia;-0.0000
race,cerebrovascular.disease,chronic.kidney.disease,cancer;0.0000
race,cerebrovascular.disease,asthma,copd;0.0001
race,cerebrovascular.disease,asthma,dementia;-0.0000
race,cerebrovascular.disease,asthma,cancer;-0.0000
race,cerebrovascular.disease,copd,dementia;0.0000
race,cerebrovascular.disease,copd,cancer;-0.0000
race,cerebrovascular.disease,dementia,cancer;0.0000
race,hepatitis,endstage.renal.disease,chronic.kidney.disease;-0.0000
race,hepatitis,endstage.renal.disease,asthma;-0.0000
race,hepatitis,endstage.renal.disease,copd;-0.0000
race,hepatitis,endstage.renal.disease,dementia;-0.0000
race,hepatitis,endstage.renal.disease,cancer;0.0000
race,hepatitis,chronic.kidney.disease,asthma;0.0000
race,hepatitis,chronic.kidney.disease,copd;0.0000
race,hepatitis,chronic.kidney.disease,dementia;-0.0000
race,hepatitis,chronic.kidney.disease,cancer;-0.0000
race,hepatitis,asthma,copd;0.0000
race,hepatitis,asthma,dementia;0.0000
race,hepatitis,asthma,cancer;-0.0000
race,hepatitis,copd,dementia;0.0000
race,hepatitis,copd,cancer;-0.0000
race,hepatitis,dementia,cancer;-0.0000
race,endstage.renal.disease,chronic.kidney.disease,asthma;-0.0000
race,endstage.renal.disease,chronic.kidney.disease,copd;-0.0000
race,endstage.renal.disease,chronic.kidney.disease,dementia;-0.0001
race,endstage.renal.disease,chronic.kidney.disease,cancer;-0.0000
race,endstage.renal.disease,asthma,copd;-0.0000
race,endstage.renal.disease,asthma,dementia;-0.0000
race,endstage.renal.disease,asthma,cancer;-0.0000
race,endstage.renal.disease,copd,dementia;-0.0000
race,endstage.renal.disease,copd,cancer;-0.0000
race,endstage.renal.disease,dementia,cancer;-0.0000
race,chronic.kidney.disease,asthma,copd;0.0001
race,chronic.kidney.disease,asthma,dementia;0.0000
race,chronic.kidney.disease,asthma,cancer;0.0000
race,chronic.kidney.disease,copd,dementia;0.0000
race,chronic.kidney.disease,copd,cancer;0.0000
race,chronic.kidney.disease,dementia,cancer;-0.0000
race,asthma,copd,dementia;0.0001
race,asthma,copd,cancer;0.0001
race,asthma,dementia,cancer;-0.0000
race,copd,dementia,cancer;-0.0000
sex,hypertension,hyperlipidemia,diabetes;-0.0010
sex,hypertension,hyperlipidemia,coronary.artery.disease;0.0007
sex,hypertension,hyperlipidemia,chf;-0.0002
sex,hypertension,hyperlipidemia,cerebrovascular.disease;0.0000
sex,hypertension,hyperlipidemia,hepatitis;-0.0000
sex,hypertension,hyperlipidemia,endstage.renal.disease;0.0000
sex,hypertension,hyperlipidemia,chronic.kidney.disease;-0.0001
sex,hypertension,hyperlipidemia,asthma;-0.0001
sex,hypertension,hyperlipidemia,copd;0.0000
sex,hypertension,hyperlipidemia,dementia;-0.0001
sex,hypertension,hyperlipidemia,cancer;-0.0001
sex,hypertension,diabetes,coronary.artery.disease;0.0032
sex,hypertension,diabetes,chf;-0.0008
sex,hypertension,diabetes,cerebrovascular.disease;0.0001
sex,hypertension,diabetes,hepatitis;-0.0001
sex,hypertension,diabetes,endstage.renal.disease;-0.0012
sex,hypertension,diabetes,chronic.kidney.disease;-0.0001
sex,hypertension,diabetes,asthma;-0.0018
sex,hypertension,diabetes,copd;0.0003
sex,hypertension,diabetes,dementia;-0.0024
sex,hypertension,diabetes,cancer;0.0009
sex,hypertension,coronary.artery.disease,chf;-0.0006
sex,hypertension,coronary.artery.disease,cerebrovascular.disease;0.0004
sex,hypertension,coronary.artery.disease,hepatitis;-0.0001
sex,hypertension,coronary.artery.disease,endstage.renal.disease;0.0003
sex,hypertension,coronary.artery.disease,chronic.kidney.disease;0.0002
sex,hypertension,coronary.artery.disease,asthma;0.0001
sex,hypertension,coronary.artery.disease,copd;0.0004
sex,hypertension,coronary.artery.disease,dementia;0.0005
sex,hypertension,coronary.artery.disease,cancer;0.0006
sex,hypertension,chf,cerebrovascular.disease;-0.0000
sex,hypertension,chf,hepatitis;-0.0001
sex,hypertension,chf,endstage.renal.disease;0.0000
sex,hypertension,chf,chronic.kidney.disease;-0.0001
sex,hypertension,chf,asthma;-0.0004
sex,hypertension,chf,copd;0.0000
sex,hypertension,chf,dementia;0.0002
sex,hypertension,chf,cancer;-0.0001
sex,hypertension,cerebrovascular.disease,hepatitis;-0.0000
sex,hypertension,cerebrovascular.disease,endstage.renal.disease;0.0000
sex,hypertension,cerebrovascular.disease,chronic.kidney.disease;-0.0000
sex,hypertension,cerebrovascular.disease,asthma;0.0000
sex,hypertension,cerebrovascular.disease,copd;0.0000
sex,hypertension,cerebrovascular.disease,dementia;0.0002
sex,hypertension,cerebrovascular.disease,cancer;-0.0000
sex,hypertension,hepatitis,endstage.renal.disease;-0.0000
sex,hypertension,hepatitis,chronic.kidney.disease;0.0000
sex,hypertension,hepatitis,asthma;0.0000
sex,hypertension,hepatitis,copd;0.0000
sex,hypertension,hepatitis,dementia;0.0000
sex,hypertension,hepatitis,cancer;-0.0000
sex,hypertension,endstage.renal.disease,chronic.kidney.disease;-0.0001
sex,hypertension,endstage.renal.disease,asthma;0.0000
sex,hypertension,endstage.renal.disease,copd;0.0000
sex,hypertension,endstage.renal.disease,dementia;-0.0000
sex,hypertension,endstage.renal.disease,cancer;-0.0001
sex,hypertension,chronic.kidney.disease,asthma;0.0000
sex,hypertension,chronic.kidney.disease,copd;0.0000
sex,hypertension,chronic.kidney.disease,dementia;0.0000
sex,hypertension,chronic.kidney.disease,cancer;-0.0001
sex,hypertension,asthma,copd;-0.0000
sex,hypertension,asthma,dementia;0.0000
sex,hypertension,asthma,cancer;-0.0001
sex,hypertension,copd,dementia;0.0001
sex,hypertension,copd,cancer;0.0000
sex,hypertension,dementia,cancer;0.0000
sex,hyperlipidemia,diabetes,coronary.artery.disease;-0.0004
sex,hyperlipidemia,diabetes,chf;-0.0022
sex,hyperlipidemia,diabetes,cerebrovascular.disease;-0.0005
sex,hyperlipidemia,diabetes,hepatitis;0.0000
sex,hyperlipidemia,diabetes,endstage.renal.disease;-0.0000
sex,hyperlipidemia,diabetes,chronic.kidney.disease;-0.0007
sex,hyperlipidemia,diabetes,asthma;-0.0006
sex,hyperlipidemia,diabetes,copd;-0.0001
sex,hyperlipidemia,diabetes,dementia;-0.0027
sex,hyperlipidemia,diabetes,cancer;-0.0005
sex,hyperlipidemia,coronary.artery.disease,chf;-0.0009
sex,hyperlipidemia,coronary.artery.disease,cerebrovascular.disease;0.0003
sex,hyperlipidemia,coronary.artery.disease,hepatitis;-0.0000
sex,hyperlipidemia,coronary.artery.disease,endstage.renal.disease;0.0002
sex,hyperlipidemia,coronary.artery.disease,chronic.kidney.disease;0.0008
sex,hyperlipidemia,coronary.artery.disease,asthma;-0.0002
sex,hyperlipidemia,coronary.artery.disease,copd;-0.0001
sex,hyperlipidemia,coronary.artery.disease,dementia;0.0004
sex,hyperlipidemia,coronary.artery.disease,cancer;0.0005
sex,hyperlipidemia,chf,cerebrovascular.disease;-0.0001
sex,hyperlipidemia,chf,hepatitis;0.0000
sex,hyperlipidemia,chf,endstage.renal.disease;-0.0001
sex,hyperlipidemia,chf,chronic.kidney.disease;-0.0003
sex,hyperlipidemia,chf,asthma;-0.0002
sex,hyperlipidemia,chf,copd;0.0001
sex,hyperlipidemia,chf,dementia;0.0001
sex,hyperlipidemia,chf,cancer;0.0002
sex,hyperlipidemia,cerebrovascular.disease,hepatitis;0.0000
sex,hyperlipidemia,cerebrovascular.disease,endstage.renal.disease;0.0000
sex,hyperlipidemia,cerebrovascular.disease,chronic.kidney.disease;0.0001
sex,hyperlipidemia,cerebrovascular.disease,asthma;-0.0000
sex,hyperlipidemia,cerebrovascular.disease,copd;-0.0000
sex,hyperlipidemia,cerebrovascular.disease,dementia;-0.0000
sex,hyperlipidemia,cerebrovascular.disease,cancer;0.0002
sex,hyperlipidemia,hepatitis,endstage.renal.disease;0.0000
sex,hyperlipidemia,hepatitis,chronic.kidney.disease;0.0000
sex,hyperlipidemia,hepatitis,asthma;0.0000
sex,hyperlipidemia,hepatitis,copd;0.0000
sex,hyperlipidemia,hepatitis,dementia;0.0000
sex,hyperlipidemia,hepatitis,cancer;0.0000
sex,hyperlipidemia,endstage.renal.disease,chronic.kidney.disease;-0.0000
sex,hyperlipidemia,endstage.renal.disease,asthma;-0.0001
sex,hyperlipidemia,endstage.renal.disease,copd;0.0000
sex,hyperlipidemia,endstage.renal.disease,dementia;-0.0000
sex,hyperlipidemia,endstage.renal.disease,cancer;-0.0000
sex,hyperlipidemia,chronic.kidney.disease,asthma;0.0000
sex,hyperlipidemia,chronic.kidney.disease,copd;0.0002
sex,hyperlipidemia,chronic.kidney.disease,dementia;-0.0001
sex,hyperlipidemia,chronic.kidney.disease,cancer;-0.0000
sex,hyperlipidemia,asthma,copd;-0.0001
sex,hyperlipidemia,asthma,dementia;-0.0000
sex,hyperlipidemia,asthma,cancer;0.0001
sex,hyperlipidemia,copd,dementia;0.0000
sex,hyperlipidemia,copd,cancer;-0.0000
sex,hyperlipidemia,dementia,cancer;0.0001
sex,diabetes,coronary.artery.disease,chf;-0.0040
sex,diabetes,coronary.artery.disease,cerebrovascular.disease;0.0004
sex,diabetes,coronary.artery.disease,hepatitis;-0.0000
sex,diabetes,coronary.artery.disease,endstage.renal.disease;0.0001
sex,diabetes,coronary.artery.disease,chronic.kidney.disease;0.0000
sex,diabetes,coronary.artery.disease,asthma;-0.0006
sex,diabetes,coronary.artery.disease,copd;-0.0001
sex,diabetes,coronary.artery.disease,dementia;-0.0027
sex,diabetes,coronary.artery.disease,cancer;-0.0002
sex,diabetes,chf,cerebrovascular.disease;0.0003
sex,diabetes,chf,hepatitis;-0.0001
sex,diabetes,chf,endstage.renal.disease;-0.0004
sex,diabetes,chf,chronic.kidney.disease;-0.0002
sex,diabetes,chf,asthma;-0.0009
sex,diabetes,chf,copd;-0.0012
sex,diabetes,chf,dementia;-0.0016
sex,diabetes,chf,cancer;-0.0002
sex,diabetes,cerebrovascular.disease,hepatitis;0.0000
sex,diabetes,cerebrovascular.disease,endstage.renal.disease;0.0000
sex,diabetes,cerebrovascular.disease,chronic.kidney.disease;0.0000
sex,diabetes,cerebrovascular.disease,asthma;0.0000
sex,diabetes,cerebrovascular.disease,copd;0.0001
sex,diabetes,cerebrovascular.disease,dementia;-0.0010
sex,diabetes,cerebrovascular.disease,cancer;0.0001
sex,diabetes,hepatitis,endstage.renal.disease;0.0000
sex,diabetes,hepatitis,chronic.kidney.disease;-0.0000
sex,diabetes,hepatitis,asthma;-0.0000
sex,diabetes,hepatitis,copd;0.0000
sex,diabetes,hepatitis,dementia;0.0000
sex,diabetes,hepatitis,cancer;0.0000
sex,diabetes,endstage.renal.disease,chronic.kidney.disease;-0.0000
sex,diabetes,endstage.renal.disease,asthma;0.0000
sex,diabetes,endstage.renal.disease,copd;-0.0001
sex,diabetes,endstage.renal.disease,dementia;-0.0001
sex,diabetes,endstage.renal.disease,cancer;-0.0000
sex,diabetes,chronic.kidney.disease,asthma;0.0000
sex,diabetes,chronic.kidney.disease,copd;0.0000
sex,diabetes,chronic.kidney.disease,dementia;-0.0000
sex,diabetes,chronic.kidney.disease,cancer;-0.0001
sex,diabetes,asthma,copd;-0.0004
sex,diabetes,asthma,dementia;-0.0001
sex,diabetes,asthma,cancer;-0.0001
sex,diabetes,copd,dementia;-0.0004
sex,diabetes,copd,cancer;-0.0004
sex,diabetes,dementia,cancer;-0.0006
sex,coronary.artery.disease,chf,cerebrovascular.disease;0.0004
sex,coronary.artery.disease,chf,hepatitis;0.0000
sex,coronary.artery.disease,chf,endstage.renal.disease;-0.0003
sex,coronary.artery.disease,chf,chronic.kidney.disease;0.0002
sex,coronary.artery.disease,chf,asthma;-0.0011
sex,coronary.artery.disease,chf,copd;0.0005
sex,coronary.artery.disease,chf,dementia;0.0009
sex,coronary.artery.disease,chf,cancer;-0.0001
sex,coronary.artery.disease,cerebrovascular.disease,hepatitis;0.0000
sex,coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease;0.0000
sex,coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease;-0.0000
sex,coronary.artery.disease,cerebrovascular.disease,asthma;-0.0001
sex,coronary.artery.disease,cerebrovascular.disease,copd;-0.0001
sex,coronary.artery.disease,cerebrovascular.disease,dementia;0.0002
sex,coronary.artery.disease,cerebrovascular.disease,cancer;-0.0001
sex,coronary.artery.disease,hepatitis,endstage.renal.disease;0.0000
sex,coronary.artery.disease,hepatitis,chronic.kidney.disease;0.0000
sex,coronary.artery.disease,hepatitis,asthma;-0.0000
sex,coronary.artery.disease,hepatitis,copd;0.0000
sex,coronary.artery.disease,hepatitis,dementia;0.0000
sex,coronary.artery.disease,hepatitis,cancer;0.0000
sex,coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease;0.0000
sex,coronary.artery.disease,endstage.renal.disease,asthma;0.0000
sex,coronary.artery.disease,endstage.renal.disease,copd;0.0000
sex,coronary.artery.disease,endstage.renal.disease,dementia;0.0001
sex,coronary.artery.disease,endstage.renal.disease,cancer;-0.0000
sex,coronary.artery.disease,chronic.kidney.disease,asthma;-0.0001
sex,coronary.artery.disease,chronic.kidney.disease,copd;0.0001
sex,coronary.artery.disease,chronic.kidney.disease,dementia;-0.0001
sex,coronary.artery.disease,chronic.kidney.disease,cancer;-0.0001
sex,coronary.artery.disease,asthma,copd;-0.0010
sex,coronary.artery.disease,asthma,dementia;-0.0002
sex,coronary.artery.disease,asthma,cancer;-0.0000
sex,coronary.artery.disease,copd,dementia;0.0000
